Location,Date,Infectious,Infectious_CI_L,Infectious_CI_U,Infectious_CrI_L,Infectious_CrI_U,Growth_Rate,Growth_Rate_CI_L,Growth_Rate_CI_U,Infected,Infected_CI_L,Infected_CI_U,Infected_CrI_L,Infected_CrI_U,Deaths
Tennessee,2021-02-03,22748.5,21015.9,24503.9,11791.8,42224.1,-0.0142,-0.0235,-0.0034,1172831.6,1151186.1,1194661.3,610705.0,2167788.6,9919.6
Tennessee,2021-02-04,22529.7,20872.6,24234.4,11682.4,41811.1,-0.0106,-0.0206,-0.0001,1176233.8,1154528.5,1198197.3,612476.6,2174081.0,10021.9
Tennessee,2021-02-05,22378.1,20723.5,24251.5,11603.2,41568.2,-0.008,-0.018,0.0033,1179616.1,1157790.2,1201642.2,614236.9,2180332.6,10121.5
Tennessee,2021-02-06,22307.7,20681.5,24019.0,11568.2,41404.0,-0.008,-0.018,0.0033,1182971.6,1161131.9,1205006.0,615984.9,2186531.7,10217.7
Tennessee,2021-02-07,22189.8,20659.2,23995.9,11512.5,41207.0,-0.008,-0.018,0.0033,1186300.4,1164354.2,1208399.1,617717.5,2192684.6,10309.0
Tennessee,2021-02-08,22114.7,20382.5,23939.7,11460.0,41073.0,-0.008,-0.018,0.0033,1189602.8,1167560.7,1211819.6,619436.6,2198791.6,10395.2
Tennessee,2021-02-09,21985.0,20356.4,23780.3,11399.1,40827.9,-0.008,-0.018,0.0033,1192879.0,1170726.5,1215134.5,621141.8,2204845.9,10476.6
Tennessee,2021-02-10,21810.5,20104.0,23765.9,11302.5,40543.4,-0.008,-0.018,0.0033,1196129.2,1173921.4,1218473.9,622834.3,2210854.9,10552.9
Tennessee,2021-02-11,21637.3,19832.5,23751.9,11204.7,40264.5,-0.008,-0.018,0.0033,1199353.6,1177038.3,1221834.6,624512.5,2216818.8,10624.5
Tennessee,2021-02-12,21465.6,19548.4,23776.5,11105.9,40001.4,-0.008,-0.018,0.0033,1202552.4,1180196.1,1225215.5,626178.4,2222738.0,10691.6
Tennessee,2021-02-13,21295.2,19252.8,23799.7,11006.0,39744.8,-0.008,-0.018,0.0033,1205725.8,1183227.6,1228543.3,627829.6,2228608.8,10754.2
Tennessee,2021-02-14,21126.2,18969.9,23827.1,10906.9,39496.0,-0.008,-0.018,0.0033,1208874.0,1186146.3,1231874.1,629466.2,2234434.6,10812.0
Tennessee,2021-02-15,20958.5,18679.7,23856.8,10806.7,39254.5,-0.008,-0.018,0.0033,1211997.2,1189337.5,1235075.9,631094.5,2240208.5,10865.5
Tennessee,2021-02-16,20792.1,18379.2,23900.6,10705.1,39024.7,-0.008,-0.018,0.0033,1215095.6,1192319.5,1238451.3,632706.9,2245947.7,10914.9
Tennessee,2021-02-17,20627.1,18099.5,23953.1,10605.1,38805.1,-0.008,-0.018,0.0033,1218169.5,1195276.1,1241818.6,634306.6,2251642.6,10960.7
Tennessee,2021-02-18,20463.4,17802.2,24003.1,10502.7,38591.7,-0.008,-0.018,0.0033,1221218.9,1198177.7,1245106.0,635893.0,2257289.3,11003.6
Tennessee,2021-02-19,20300.9,17503.4,24069.7,10399.2,38392.1,-0.008,-0.018,0.0033,1224244.1,1201088.2,1248346.8,637467.4,2262890.1,11044.0
Tennessee,2021-02-20,20139.8,17220.2,24137.3,10297.1,38200.4,-0.008,-0.018,0.0033,1227245.4,1204019.7,1251593.0,639029.9,2268448.3,11082.3
Tennessee,2021-02-21,19979.9,16932.3,24196.4,10193.6,38012.0,-0.008,-0.018,0.0033,1230222.8,1206827.0,1254898.3,640578.5,2273967.4,11119.6
Tennessee,2021-02-22,19821.4,16651.3,24263.6,10090.4,37834.1,-0.008,-0.018,0.0033,1233176.5,1209629.7,1258278.0,642115.0,2279448.8,11155.8
Tennessee,2021-02-23,19664.0,16367.0,24357.6,9985.9,37676.7,-0.008,-0.018,0.0033,1236106.8,1212309.6,1261509.9,643637.8,2284879.8,11190.9
Tennessee,2021-02-24,19507.9,16081.6,24446.4,9880.2,37524.2,-0.008,-0.018,0.0033,1239013.9,1214988.5,1264695.3,645148.8,2290266.5,11225.5
Tennessee,2021-02-25,19353.1,15810.0,24498.3,9776.0,37358.7,-0.008,-0.018,0.0033,1241897.9,1217661.3,1268089.4,646648.0,2295624.9,11259.5
Tennessee,2021-02-26,19199.5,15529.4,24582.5,9669.3,37217.1,-0.008,-0.018,0.0033,1244759.0,1220187.4,1271394.7,648133.2,2300937.3,11293.1
Tennessee,2021-02-27,19047.1,15267.1,24675.6,9565.2,37087.3,-0.008,-0.018,0.0033,1247597.4,1222712.0,1274699.4,649606.9,2306209.6,11326.6
Tennessee,2021-02-28,18895.9,14994.2,24743.1,9458.0,36948.9,-0.008,-0.018,0.0033,1250413.2,1225319.8,1278080.5,651070.6,2311446.9,11359.9
Tennessee,2021-03-01,18745.9,14731.5,24818.3,9352.0,36820.9,-0.008,-0.018,0.0033,1253206.7,1227816.8,1281455.5,652521.2,2316644.6,11393.1
Tennessee,2021-03-02,18597.1,14473.4,24898.3,9246.0,36701.7,-0.008,-0.018,0.0033,1255978.1,1230226.6,1284990.8,653959.0,2321814.2,11426.1
Tennessee,2021-03-03,18449.5,14216.7,24992.8,9139.5,36597.7,-0.008,-0.018,0.0033,1258727.4,1232648.2,1288489.9,655385.9,2326943.3,11459.0
Texas,2019-12-28,,,,,,,,,,,,,,
Texas,2019-12-29,,,,,,,,,,,,,,
Texas,2019-12-30,,,,,,,,,,,,,,
Texas,2019-12-31,,,,,,,,,,,,,,
Texas,2020-01-01,,,,,,,,,,,,,,
Texas,2020-01-02,,,,,,,,,,,,,,
Texas,2020-01-03,,,,,,,,,,,,,,
Texas,2020-01-04,,,,,,,,,,,,,,
Texas,2020-01-05,,,,,,,,,,,,,,
Texas,2020-01-06,,,,,,,,,,,,,,
Texas,2020-01-07,,,,,,,,,,,,,,
Texas,2020-01-08,,,,,,,,,,,,,,
Texas,2020-01-09,,,,,,,,,,,,,,
Texas,2020-01-10,,,,,,,,,,,,,,
Texas,2020-01-11,,,,,,,,,,,,,,
Texas,2020-01-12,,,,,,,,,,,,,,
Texas,2020-01-13,,,,,,,,,,,,,,
Texas,2020-01-14,,,,,,,,,,,,,,
Texas,2020-01-15,,,,,,,,,,,,,,
Texas,2020-01-16,,,,,,,,,,,,,,
Texas,2020-01-17,,,,,,,,,,,,,,
Texas,2020-01-18,,,,,,,,,,,,,,
Texas,2020-01-19,,,,,,,,,,,,,,
Texas,2020-01-20,,,,,,,,,,,,,,
Texas,2020-01-21,,,,,,,,,,,,,,
Texas,2020-01-22,,,,,,,,,,,,,,
Texas,2020-01-23,,,,,,,,,,,,,,0.0
Texas,2020-01-24,,,,,,,,,,,,,,0.0
Texas,2020-01-25,,,,,,,,,,,,,,0.0
Texas,2020-01-26,,,,,,,,,,,,,,0.0
Texas,2020-01-27,,,,,,,,,,,,,,0.0
Texas,2020-01-28,,,,,,,,,,,,,,0.0
Texas,2020-01-29,,,,,,,,,,,,,,0.0
Texas,2020-01-30,,,,,,,,,,,,,,0.0
Texas,2020-01-31,,,,,,,,,,,,,,0.0
Texas,2020-02-01,,,,,,,,,,,,,,0.0
Texas,2020-02-02,,,,,,,,,,,,,,0.0
Texas,2020-02-03,,,,,,,,,,,,,,0.0
Texas,2020-02-04,,,,,,,,,,,,,,0.0
Texas,2020-02-05,,,,,,,,,,,,,,0.0
Texas,2020-02-06,,,,,,,,,,,,,,0.0
Texas,2020-02-07,,,,,,,,,,,,,,0.0
Texas,2020-02-08,,,,,,,,,1.3,,,,,0.0
Texas,2020-02-09,,,,,,,,,6.0,,,,,0.0
Texas,2020-02-10,,,,,,,,,14.0,,,,,0.0
Texas,2020-02-11,,,,,,,,,26.6,6.5,21.8,5.6,50.6,0.0
Texas,2020-02-12,8.6,0.0,33.3,0.0,38.0,,,,44.5,19.7,43.7,15.6,82.3,0.0
Texas,2020-02-13,30.2,8.9,61.4,7.5,77.2,,,,69.1,41.1,72.6,29.9,127.9,0.0
Texas,2020-02-14,51.8,22.2,99.3,17.7,126.8,,,,101.0,69.0,110.3,47.2,187.8,0.0
Texas,2020-02-15,82.0,42.3,142.0,32.2,186.9,0.4,0.295,0.5332,143.5,105.5,161.1,69.4,268.1,0.0
Texas,2020-02-16,116.6,67.8,181.6,49.7,248.6,0.4,0.2949,0.5321,199.3,152.6,224.0,98.0,372.4,0.0
Texas,2020-02-17,159.8,94.7,246.2,68.9,338.6,0.3312,0.2462,0.4338,271.7,214.1,308.2,135.0,508.6,0.0
Texas,2020-02-18,207.3,133.6,318.3,94.0,438.4,0.3011,0.2281,0.3756,368.7,298.6,419.6,184.8,690.7,0.0
Texas,2020-02-19,276.4,174.5,408.9,123.9,572.6,0.2841,0.2249,0.3583,495.0,412.0,560.1,250.0,926.1,0.0
Texas,2020-02-20,362.8,227.8,510.8,162.1,732.7,0.2732,0.2207,0.334,656.5,559.2,738.8,333.5,1227.0,0.0
Texas,2020-02-21,470.8,323.2,686.2,220.6,967.6,0.2666,0.2125,0.3216,859.9,748.6,960.5,439.0,1604.9,0.0
Texas,2020-02-22,630.6,428.5,860.0,294.0,1254.8,0.2581,0.2058,0.3071,1109.8,986.4,1221.3,568.8,2066.2,0.0
Texas,2020-02-23,820.7,592.7,1117.9,393.9,1632.2,0.2479,0.199,0.2988,1417.6,1275.8,1554.2,728.1,2637.8,0.0
Texas,2020-02-24,1049.7,767.8,1400.3,506.7,2068.6,0.2386,0.195,0.2825,1791.3,1638.9,1951.0,922.3,3330.0,0.0
Texas,2020-02-25,1322.0,994.9,1675.5,645.6,2553.3,0.2262,0.1845,0.2689,2242.9,2053.7,2423.2,1154.9,4165.1,0.0
Texas,2020-02-26,1624.6,1249.8,2060.1,800.1,3138.3,0.213,0.173,0.2513,2783.0,2572.9,2996.2,1434.7,5165.8,0.0
Texas,2020-02-27,2000.8,1578.8,2480.4,994.3,3834.9,0.2025,0.1685,0.2396,3430.1,3201.5,3658.7,1770.2,6360.4,0.0
Texas,2020-02-28,2429.0,1942.2,2957.4,1212.4,4629.1,0.1935,0.1607,0.2259,4196.3,3922.1,4462.0,2166.0,7778.7,0.0
Texas,2020-02-29,2935.1,2334.4,3562.3,1462.5,5588.3,0.1848,0.1555,0.2138,5082.9,4778.2,5376.9,2625.1,9417.5,0.0
Texas,2020-03-01,3510.5,2868.5,4238.6,1764.0,6673.5,0.1755,0.1471,0.2016,6101.1,5761.9,6438.1,3152.2,11301.4,0.0
Texas,2020-03-02,4206.6,3557.2,4980.5,2133.5,7953.2,0.1659,0.1405,0.1933,7260.1,6888.5,7657.4,3752.5,13447.7,0.0
Texas,2020-03-03,4980.3,4124.8,5835.2,2512.2,9390.6,0.156,0.1312,0.1826,8561.1,8131.7,8970.1,4425.3,15849.2,0.0
Texas,2020-03-04,5762.7,4885.4,6702.5,2924.5,10846.4,0.146,0.1219,0.1709,10014.9,9543.1,10454.9,5178.0,18535.6,0.0
Texas,2020-03-05,6618.0,5661.8,7644.2,3365.8,12436.1,0.1354,0.1137,0.1568,11623.2,11088.5,12090.0,6010.1,21507.1,0.0
Texas,2020-03-06,7533.4,6541.7,8623.0,3843.9,14127.8,0.1246,0.1049,0.1452,13395.4,12821.9,13946.9,6928.0,24787.8,0.0
Texas,2020-03-07,8457.1,7288.0,9580.8,4308.1,15826.1,0.1156,0.0973,0.1362,15335.4,14709.8,15940.3,7932.5,28374.6,0.1
Texas,2020-03-08,9449.4,8291.8,10626.9,4831.8,17658.0,0.1077,0.0898,0.1272,17443.2,16759.1,18080.3,9023.7,32269.2,0.2
Texas,2020-03-09,10454.2,9180.3,11703.6,5346.3,19519.4,0.1002,0.0828,0.1182,19726.2,19017.8,20410.8,10206.8,36489.0,0.3
Texas,2020-03-10,11519.1,10190.6,12933.0,5899.2,21519.1,0.0937,0.0777,0.1119,22183.8,21445.8,22928.3,11480.0,41032.5,0.5
Texas,2020-03-11,12609.9,11229.9,13986.2,6465.4,23506.4,0.0875,0.0732,0.1059,24807.4,23986.8,25601.7,12837.9,45881.6,0.8
Texas,2020-03-12,13700.9,12274.3,15232.2,7031.9,25550.3,0.0807,0.0665,0.0951,27571.1,26673.1,28400.8,14268.5,50988.4,1.1
Texas,2020-03-13,14839.5,13471.8,16329.1,7632.0,27627.6,0.0735,0.0601,0.0886,30462.5,29560.6,31355.5,15767.1,56333.5,1.5
Texas,2020-03-14,15974.2,14501.1,17558.7,8215.5,29735.1,0.0668,0.0523,0.0813,33494.7,32540.2,34443.8,17337.5,61938.2,2.1
Texas,2020-03-15,17053.2,15486.6,18643.5,8770.9,31718.2,0.0607,0.0462,0.0743,36655.2,35679.3,37609.6,18974.9,67775.9,2.8
Texas,2020-03-16,17964.4,16238.2,19787.7,9233.1,33450.6,0.055,0.0411,0.0681,39948.6,38917.8,40961.1,20680.5,73863.3,3.8
Texas,2020-03-17,18793.8,17127.9,20610.6,9671.0,34971.6,0.0496,0.0365,0.0622,43362.2,42286.1,44417.8,22448.5,80171.9,5.1
Texas,2020-03-18,19709.4,17971.0,21559.3,10142.8,36661.5,0.0443,0.0311,0.0577,46874.9,45770.7,47990.4,24268.2,86664.7,6.6
Texas,2020-03-19,20543.1,18626.4,22263.9,10563.3,38163.7,0.0398,0.0282,0.0525,50481.3,49318.1,51635.4,26135.8,93329.2,8.6
Texas,2020-03-20,21406.9,19623.2,23298.8,11024.3,39791.0,0.0361,0.0244,0.0479,54158.2,52915.9,55345.1,28039.6,100123.7,11.0
Texas,2020-03-21,22188.8,20300.5,24211.6,11424.0,41258.9,0.0322,0.0194,0.0438,57901.5,56618.6,59131.5,29978.5,107041.6,13.8
Texas,2020-03-22,22832.5,21038.9,24771.6,11766.3,42422.8,0.028,0.0152,0.0398,61690.8,60352.6,62964.3,31940.9,114044.5,17.3
Texas,2020-03-23,23441.7,21684.8,25398.4,12085.9,43547.0,0.0236,0.0117,0.0364,65517.2,64133.3,66842.7,33922.7,121116.6,21.5
Texas,2020-03-24,23899.7,21938.0,25899.2,12310.2,44398.9,0.0192,0.0073,0.0312,69361.7,67937.1,70716.9,35913.9,128220.7,26.5
Texas,2020-03-25,24331.8,22340.7,26212.1,12533.2,45168.2,0.0153,0.0033,0.0277,73226.7,71770.1,74658.4,37915.9,135365.6,32.4
Texas,2020-03-26,24630.0,22560.3,26614.6,12682.9,45738.9,0.0123,0.0001,0.0242,77118.3,75612.8,78611.2,39931.4,142558.8,39.3
Texas,2020-03-27,24872.0,22716.3,26806.8,12802.5,46173.6,0.01,-0.0012,0.0223,81039.9,79509.2,82552.8,41962.8,149804.9,47.1
Texas,2020-03-28,24988.8,23047.4,27072.5,12878.9,46420.5,0.0079,-0.003,0.0198,84959.4,83365.2,86496.8,43992.5,157047.7,56.1
Texas,2020-03-29,25122.8,23049.3,27108.3,12939.4,46645.8,0.0057,-0.0054,0.0171,88877.0,87252.5,90464.5,46021.7,164288.3,66.1
Texas,2020-03-30,25295.6,23393.6,27568.7,13041.3,47028.1,0.0035,-0.0076,0.0152,92764.7,91096.8,94401.6,48035.2,171473.7,77.4
Texas,2020-03-31,25490.0,23474.1,27527.1,13134.8,47332.4,0.0016,-0.0095,0.013,96633.2,94942.3,98307.8,50039.0,178622.8,89.8
Texas,2020-04-01,25477.2,23506.5,27478.3,13131.2,47301.1,0.0004,-0.0109,0.0112,100494.3,98757.0,102203.2,52038.7,185758.4,103.5
Texas,2020-04-02,25464.3,23493.5,27431.7,13124.5,47270.4,-0.0007,-0.0119,0.0098,104349.5,102544.5,106069.3,54035.0,192881.8,118.5
Texas,2020-04-03,25270.1,23425.8,27259.4,13031.7,46917.6,-0.0019,-0.0136,0.0096,108206.0,106370.0,109970.4,56032.5,200009.3,134.8
Texas,2020-04-04,25144.9,23256.7,27115.4,12963.7,46683.3,-0.0024,-0.0134,0.0084,112057.8,110193.5,113893.0,58027.6,207129.5,152.4
Texas,2020-04-05,25097.4,23178.9,26914.2,12937.0,46564.7,-0.0025,-0.0131,0.0093,115907.7,113972.3,117800.3,60021.1,214245.4,171.4
Texas,2020-04-06,25058.6,23116.8,27139.8,12915.2,46548.4,-0.0018,-0.0137,0.0086,119764.9,117803.5,121690.1,62019.0,221373.6,191.7
Texas,2020-04-07,25067.3,23067.0,27000.6,12915.7,46532.7,-0.0002,-0.0117,0.011,123650.6,121652.2,125595.4,64031.5,228554.0,213.0
Texas,2020-04-08,25037.1,23218.9,27057.6,12912.1,46495.5,0.0013,-0.0092,0.0125,127562.9,125541.7,129562.3,66058.0,235785.1,235.3
Texas,2020-04-09,25024.1,23085.2,27029.0,12897.5,46468.3,0.0025,-0.0079,0.0137,131503.1,129458.0,133515.4,68098.9,243065.9,258.8
Texas,2020-04-10,25071.6,22928.8,26986.9,12907.6,46537.0,0.0034,-0.0079,0.0146,135459.3,133367.0,137488.8,70147.8,250376.4,283.2
Texas,2020-04-11,25257.3,23435.0,27218.7,13026.5,46888.2,0.0045,-0.0064,0.0155,139458.0,137348.3,141533.2,72219.1,257766.7,308.6
Texas,2020-04-12,25430.0,23453.5,27434.5,13106.3,47215.1,0.0063,-0.0046,0.0171,143507.1,141314.9,145629.5,74315.7,265250.4,335.0
Texas,2020-04-13,25611.4,23569.6,27707.1,13196.2,47568.3,0.008,-0.0031,0.019,147608.7,145383.4,149784.3,76440.1,272831.3,362.1
Texas,2020-04-14,25715.0,23744.6,27662.3,13255.1,47727.7,0.0088,-0.0025,0.0201,151743.6,149505.9,153960.3,78581.9,280473.0,390.0
Texas,2020-04-15,25991.3,24068.1,28054.8,13402.0,48260.4,0.0087,-0.0017,0.0198,155893.7,153617.8,158184.8,80731.4,288144.4,418.4
Texas,2020-04-16,26319.5,24225.4,28189.7,13561.3,48825.3,0.0084,-0.0034,0.0189,160069.7,157745.3,162397.9,82894.1,295862.1,447.3
Texas,2020-04-17,26660.6,24631.3,28674.4,13743.4,49481.7,0.0084,-0.003,0.0194,164267.0,161899.4,166617.3,85067.9,303618.4,476.6
Texas,2020-04-18,26876.5,24781.3,29028.0,13851.3,49907.7,0.0078,-0.0033,0.0187,168473.6,166061.3,170864.4,87246.6,311392.7,506.2
Texas,2020-04-19,26975.8,25077.1,29218.9,13915.7,50110.3,0.0067,-0.0037,0.0178,172702.8,170224.8,175158.9,89436.6,319209.7,535.9
Texas,2020-04-20,27144.2,25034.1,28858.2,13989.7,50315.9,0.0049,-0.0048,0.0164,176910.0,174408.3,179407.5,91615.8,326985.3,565.7
Texas,2020-04-21,27282.3,25241.3,29329.2,14066.2,50632.8,0.002,-0.0091,0.0133,181057.5,178521.7,183610.9,93764.0,334651.0,595.8
Texas,2020-04-22,27342.8,25250.4,29323.4,14094.3,50730.9,-0.0008,-0.0119,0.0095,185149.1,182571.7,187737.5,95883.1,342212.7,626.1
Texas,2020-04-23,27489.6,25297.8,29567.9,14163.9,51020.6,-0.0036,-0.0141,0.008,189178.3,186574.8,191828.0,97970.0,349660.1,656.4
Texas,2020-04-24,27347.1,25366.4,29505.0,14103.8,50774.9,-0.0064,-0.017,0.0044,193154.4,190500.9,195810.9,100029.1,357007.1,686.6
Texas,2020-04-25,26958.5,25000.8,29028.9,13903.1,50041.5,-0.0092,-0.0215,0.0012,197059.4,194343.4,199736.5,102051.3,364223.4,716.7
Texas,2020-04-26,26595.7,24585.5,28601.5,13710.9,49360.7,-0.0126,-0.0235,-0.0016,200876.0,198139.1,203574.7,104028.2,371276.5,746.5
Texas,2020-04-27,26189.9,24250.4,28327.2,13504.3,48641.5,-0.0156,-0.0259,-0.0046,204624.3,201841.2,207410.2,105969.4,378205.7,776.4
Texas,2020-04-28,25844.4,23846.6,27759.1,13320.6,47959.4,-0.0164,-0.0275,-0.0051,208322.7,205483.2,211162.8,107884.6,385041.6,806.2
Texas,2020-04-29,25382.4,23405.6,27294.0,13081.5,47108.3,-0.016,-0.0279,-0.0052,211992.5,209118.1,214867.9,109785.3,391824.0,836.0
Texas,2020-04-30,24808.2,22962.6,26839.0,12791.3,46076.7,-0.0158,-0.0271,-0.0048,215591.3,212669.1,218467.9,111649.0,398473.7,865.7
Texas,2020-05-01,24363.5,22411.9,26491.1,12552.6,45280.7,-0.0165,-0.0279,-0.0052,219124.9,216194.6,222078.9,113479.4,405006.1,895.5
Texas,2020-05-02,24039.6,22031.8,25861.2,12379.8,44618.4,-0.0166,-0.0272,-0.004,222606.8,219603.2,225592.9,115282.3,411441.0,925.3
Texas,2020-05-03,23854.0,21983.3,25789.3,12292.9,44300.7,-0.0161,-0.0271,-0.0044,226022.2,223014.2,229022.7,117051.5,417752.5,955.3
Texas,2020-05-04,23392.0,21470.5,25333.8,12048.6,43452.3,-0.0152,-0.0272,-0.0039,229405.8,226379.4,232416.5,118804.1,424004.9,985.5
Texas,2020-05-05,22968.9,21086.7,24850.5,11831.0,42660.8,-0.0136,-0.0256,-0.0023,232792.7,229706.8,235871.2,120557.9,430265.7,1015.9
Texas,2020-05-06,22632.1,20950.2,24567.1,11669.4,42053.4,-0.0124,-0.0242,-0.0012,236163.6,233043.6,239275.0,122303.7,436495.7,1046.5
Texas,2020-05-07,22200.4,20365.4,24224.2,11434.0,41280.4,-0.0109,-0.0228,0.0013,239529.2,236373.2,242655.9,124046.8,442715.1,1077.4
Texas,2020-05-08,21993.1,20071.0,23898.0,11319.4,40871.6,-0.0083,-0.0198,0.004,242894.9,239713.3,246060.6,125790.0,448935.5,1108.7
Texas,2020-05-09,22014.7,20000.1,23762.0,11323.3,40876.6,-0.0055,-0.018,0.0059,246280.4,243035.1,249488.7,127543.1,455192.9,1140.4
Texas,2020-05-10,21911.1,20060.5,23797.4,11282.1,40716.6,-0.002,-0.0146,0.0096,249698.5,246410.1,252930.5,129313.3,461509.7,1172.3
Texas,2020-05-11,21876.6,20101.6,23761.5,11269.7,40652.8,0.0012,-0.0118,0.0136,253136.6,249857.9,256395.5,131094.3,467863.4,1204.4
Texas,2020-05-12,21876.6,20037.5,23786.9,11265.0,40658.6,0.0026,-0.0085,0.0158,256593.2,253279.3,259884.1,132884.5,474251.7,1236.6
Texas,2020-05-13,22006.1,20113.5,23996.0,11328.5,40915.3,0.0035,-0.0086,0.0163,260062.4,256728.7,263386.8,134681.5,480663.4,1269.1
Texas,2020-05-14,22217.7,20373.7,24076.4,11442.4,41274.1,0.0051,-0.0069,0.0163,263576.8,260204.4,266940.6,136501.6,487158.7,1301.6
Texas,2020-05-15,22347.2,20496.6,24184.0,11509.4,41507.5,0.0071,-0.0045,0.0185,267138.4,263730.4,270568.6,138346.2,493742.2,1334.2
Texas,2020-05-16,22468.1,20677.2,24380.4,11576.6,41746.6,0.0088,-0.0017,0.0211,270755.1,267276.6,274249.7,140218.9,500427.5,1366.7
Texas,2020-05-17,22550.1,20673.0,24507.4,11613.2,41907.7,0.0102,-0.0022,0.0217,274444.3,270936.2,277984.7,142129.6,507246.0,1398.8
Texas,2020-05-18,22843.7,20876.4,24742.4,11759.5,42434.4,0.012,0.0003,0.0229,278209.8,274685.1,281791.5,144080.1,514205.3,1430.4
Texas,2020-05-19,23150.3,21266.6,25152.8,11925.4,43021.4,0.0139,0.0026,0.0253,282045.7,278474.5,285657.7,146066.6,521294.4,1461.5
Texas,2020-05-20,23508.6,21655.9,25460.4,12114.3,43669.1,0.0164,0.0045,0.0279,285979.3,282368.0,289664.1,148103.9,528565.6,1492.2
Texas,2020-05-21,23979.3,22070.8,25838.3,12355.5,44515.0,0.0188,0.0068,0.0302,290010.5,286343.3,293728.8,150191.5,536015.7,1522.4
Texas,2020-05-22,24475.8,22706.1,26541.3,12623.2,45473.1,0.0205,0.0096,0.0319,294147.4,290451.4,297934.1,152334.2,543662.3,1551.9
Texas,2020-05-23,24933.5,22923.4,26995.2,12845.4,46314.1,0.0217,0.0105,0.0329,298369.3,294653.3,302237.0,154521.0,551466.5,1580.8
Texas,2020-05-24,25568.3,23535.3,27636.9,13174.4,47483.2,0.0224,0.0115,0.0333,302691.5,298929.8,306553.5,156759.5,559452.8,1609.4
Texas,2020-05-25,26203.1,24249.7,28213.5,13510.2,48638.9,0.0232,0.0125,0.0336,307137.3,303324.4,311020.0,159061.9,567668.4,1637.8
Texas,2020-05-26,26889.6,24885.7,29051.2,13864.3,49934.0,0.0247,0.0138,0.0358,311729.9,307841.8,315667.9,161440.2,576156.6,1665.6
Texas,2020-05-27,27442.3,25486.6,29477.1,14154.9,50924.9,0.0265,0.0159,0.0376,316487.2,312540.4,320498.8,163903.9,584949.9,1692.9
Texas,2020-05-28,28094.4,25974.1,30224.3,14483.7,52144.4,0.0282,0.0178,0.039,321431.9,317437.3,325464.8,166464.9,594087.4,1719.8
Texas,2020-05-29,28897.6,26795.7,30944.3,14902.9,53606.6,0.0304,0.0196,0.0405,326589.9,322529.0,330659.7,169136.1,603619.6,1746.2
Texas,2020-05-30,29851.9,27745.5,31870.5,15399.1,55358.9,0.0337,0.0239,0.0442,332014.2,327890.9,336168.1,171945.3,613645.7,1772.3
Texas,2020-05-31,30922.8,28697.8,33313.6,15948.9,57403.6,0.0381,0.0286,0.0484,337742.2,333588.6,341963.8,174912.1,624232.3,1798.5
Texas,2020-06-01,32140.5,29909.1,34190.6,16581.9,59581.0,0.0426,0.0332,0.0524,343832.2,339598.9,348084.8,178066.0,635486.5,1824.5
Texas,2020-06-02,33526.7,31243.7,35893.6,17299.7,62192.4,0.047,0.0381,0.0566,350301.6,345970.9,354630.3,181416.2,647443.4,1850.5
Texas,2020-06-03,35258.3,33083.7,37740.0,18205.9,65403.2,0.0507,0.0412,0.06,357161.6,352765.4,361576.4,184969.1,660122.4,1876.5
Texas,2020-06-04,37231.7,34978.6,39619.3,19227.1,69021.1,0.054,0.0454,0.0632,364458.0,360010.4,368948.2,188748.2,673607.5,1902.7
Texas,2020-06-05,39585.2,37110.1,42230.7,20438.3,73403.1,0.057,0.0485,0.0655,372214.2,367660.9,376751.8,192765.0,687941.1,1929.1
Texas,2020-06-06,42050.9,39620.4,44769.3,21721.6,77958.8,0.0593,0.0512,0.0677,380482.0,375832.8,385094.2,197046.8,703220.9,1955.6
Texas,2020-06-07,44590.0,41746.4,47163.2,23019.3,82614.1,0.061,0.0526,0.069,389308.4,384611.8,393993.0,201618.5,719533.1,1982.3
Texas,2020-06-08,47427.0,44527.3,50073.4,24490.7,87856.3,0.0622,0.0535,0.0708,398742.1,393959.4,403523.1,206504.3,736968.1,2009.1
Texas,2020-06-09,50415.3,47659.9,53160.2,26049.9,93381.4,0.0629,0.0555,0.0711,408808.9,403928.8,413732.0,211718.0,755574.6,2036.3
Texas,2020-06-10,53740.3,50893.8,56622.2,27772.1,99533.6,0.0636,0.0562,0.0714,419540.6,414541.4,424480.0,217276.0,775405.4,2063.8
Texas,2020-06-11,57371.9,54391.1,60497.8,29651.5,106267.2,0.0639,0.0568,0.0716,430944.7,425872.6,436107.4,223182.7,796485.9,2091.7
Texas,2020-06-12,61318.8,58038.2,64507.6,31687.1,113555.2,0.0636,0.0568,0.0712,443034.4,437786.9,448222.0,229443.5,818826.2,2120.2
Texas,2020-06-13,65434.0,62500.7,68923.3,33837.3,121188.9,0.0625,0.0551,0.069,455755.9,450398.5,461054.0,236032.2,842337.1,2149.3
Texas,2020-06-14,69756.6,66377.5,72741.7,36062.7,129095.7,0.0605,0.0535,0.0673,469143.1,463692.6,474586.1,242965.9,867079.1,2179.0
Texas,2020-06-15,74126.6,70960.0,77776.7,38338.1,137244.9,0.058,0.0508,0.0644,483156.7,477592.0,488748.5,250223.9,892978.9,2209.4
Texas,2020-06-16,78583.0,75167.7,81766.7,40640.9,145409.3,0.0552,0.0481,0.0613,497834.0,492141.6,503545.7,257825.6,920104.1,2240.5
